Statistical profiling result from isolate-0xedfe647d540-v8.log, (113727 ticks, 6288 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     15   71.4%            LazyCompile: ~Queue._run /home/john/Projects/Torn.Space/node_modules/async-limiter/index.js:36:32
      6   28.6%            LazyCompile: *Queue._run /home/john/Projects/Torn.Space/node_modules/async-limiter/index.js:36:32
      3   12.5%        LazyCompile: ~_decompress /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:337:14
      3  100.0%          LazyCompile: ~zlibLimiter.push /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:304:22
      3  100.0%            LazyCompile: *Queue._run /home/john/Projects/Torn.Space/node_modules/async-limiter/index.js:36:32
      6    4.8%      LazyCompile: *doWrite _stream_writable.js:405:17
      6  100.0%        LazyCompile: ~writeOrBuffer _stream_writable.js:365:23
      6  100.0%          LazyCompile: *_compress /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:402:12
      6  100.0%            LazyCompile: ~zlibLimiter.push /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:321:22
    102    6.8%    LazyCompile: *send /home/john/Projects/Torn.Space/node_modules/ws/lib/websocket.js:315:7
     41   40.2%      LazyCompile: *WebSocket.send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:89:37
     28   68.3%        LazyCompile: *Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
     28  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     13   31.7%        LazyCompile: ~onEnd /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:117:18
     13  100.0%          LazyCompile: ~afterWrite _stream_writable.js:481:20
     13  100.0%            LazyCompile: *processTicksAndRejections internal/process/task_queues.js:59:35
     30   29.4%      LazyCompile: ~Socket.send.Socket.write /home/john/Projects/Torn.Space/node_modules/engine.io/lib/socket.js:366:35
     30  100.0%        LazyCompile: ~writeToEngine /home/john/Projects/Torn.Space/node_modules/socket.io/lib/client.js:167:25
     30  100.0%          LazyCompile: ~Client.packet /home/john/Projects/Torn.Space/node_modules/socket.io/lib/client.js:162:35
     30  100.0%            LazyCompile: ~Socket.packet /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:220:35
     13   12.7%      LazyCompile: ~onEnd /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:117:18
     13  100.0%        LazyCompile: ~afterWrite _stream_writable.js:481:20
     13  100.0%          LazyCompile: *processTicksAndRejections internal/process/task_queues.js:59:35
     10    9.8%      LazyCompile: *Socket.sendPacket /home/john/Projects/Torn.Space/node_modules/engine.io/lib/socket.js:380:40
     10  100.0%        LazyCompile: ~Socket.send.Socket.write /home/john/Projects/Torn.Space/node_modules/engine.io/lib/socket.js:366:35
     10  100.0%          LazyCompile: ~writeToEngine /home/john/Projects/Torn.Space/node_modules/socket.io/lib/client.js:167:25
     10  100.0%            LazyCompile: ~Client.packet /home/john/Projects/Torn.Space/node_modules/socket.io/lib/client.js:162:35
      8    7.8%      LazyCompile: *Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
      8  100.0%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16

   1468    1.3%  __lll_unlock_wake
    407   27.7%    LazyCompile: *zlibLimiter.push /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:321:22
    256   62.9%      LazyCompile: *send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:97:17
    256  100.0%        LazyCompile: *WebSocket.send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:89:37
    198   77.3%          LazyCompile: *Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
    198  100.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     50   19.5%          LazyCompile: *onEnd /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:117:18
     50  100.0%            LazyCompile: *processTicksAndRejections internal/process/task_queues.js:59:35
      7    2.7%          LazyCompile: *send /home/john/Projects/Torn.Space/app.js:2410:14
      7  100.0%            LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
    131   32.2%      LazyCompile: *WebSocket.send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:89:37
    104   79.4%        LazyCompile: *Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
    101   97.1%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      3    2.9%          LazyCompile: ~send /home/john/Projects/Torn.Space/app.js:2410:14
      3  100.0%            LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
     27   20.6%        LazyCompile: *onEnd /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:117:18
     22   81.5%          LazyCompile: ~afterWrite _stream_writable.js:481:20
     22  100.0%            LazyCompile: *processTicksAndRejections internal/process/task_queues.js:59:35
      5   18.5%          LazyCompile: *Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
      5  100.0%            LazyCompile: *processTicksAndRejections internal/process/task_queues.js:59:35
     20    4.9%      LazyCompile: *send /home/john/Projects/Torn.Space/node_modules/ws/lib/websocket.js:315:7
     20  100.0%        LazyCompile: *WebSocket.send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:89:37
     13   65.0%          LazyCompile: *Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
     13  100.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      4   20.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      4  100.0%            LazyCompile: ~onEnd /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:117:18
      3   15.0%          LazyCompile: *Socket.packet /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:220:35
      3  100.0%            LazyCompile: ~Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
    370   25.2%    LazyCompile: *onwrite _stream_writable.js:450:17
    244   16.6%    LazyCompile: *writeOrBuffer _stream_writable.js:365:23
    112   45.9%      LazyCompile: *WebSocket.send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:89:37
     93   83.0%        LazyCompile: *Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
     93  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     19   17.0%        LazyCompile: *onEnd /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:117:18
     19  100.0%          LazyCompile: ~afterWrite _stream_writable.js:481:20
     19  100.0%            LazyCompile: *processTicksAndRejections internal/process/task_queues.js:59:35
     90   36.9%      LazyCompile: *send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:97:17
     90  100.0%        LazyCompile: *WebSocket.send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:89:37
     71   78.9%          LazyCompile: *Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
     67   94.4%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      4    5.6%            LazyCompile: ~send /home/john/Projects/Torn.Space/app.js:2410:14
     30   12.3%      LazyCompile: *send /home/john/Projects/Torn.Space/node_modules/ws/lib/websocket.js:315:7
     16   53.3%        LazyCompile: *Socket.packet /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:220:35
     16  100.0%          LazyCompile: ~Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
     16  100.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      7   23.3%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      7  100.0%          LazyCompile: ~onEnd /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:117:18
      7  100.0%            LazyCompile: ~processTicksAndRejections internal/process/task_queues.js:59:35
      5   16.7%        LazyCompile: *Socket.send.Socket.write /home/john/Projects/Torn.Space/node_modules/engine.io/lib/socket.js:366:35
      5  100.0%          LazyCompile: ~writeToEngine /home/john/Projects/Torn.Space/node_modules/socket.io/lib/client.js:167:25
      5  100.0%            LazyCompile: ~Client.packet /home/john/Projects/Torn.Space/node_modules/socket.io/lib/client.js:162:35
      2    6.7%        LazyCompile: ~Socket.send.Socket.write /home/john/Projects/Torn.Space/node_modules/engine.io/lib/socket.js:366:35
      2  100.0%          LazyCompile: ~writeToEngine /home/john/Projects/Torn.Space/node_modules/socket.io/lib/client.js:167:25
      2  100.0%            LazyCompile: ~Client.packet /home/john/Projects/Torn.Space/node_modules/socket.io/lib/client.js:162:35
     12    4.9%      LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     12  100.0%        LazyCompile: *WebSocket.send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:89:37
      8   66.7%          LazyCompile: *Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
      8  100.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      4   33.3%          LazyCompile: *onEnd /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:117:18
      4  100.0%            LazyCompile: ~afterWrite _stream_writable.js:481:20
    143    9.7%    LazyCompile: *send /home/john/Projects/Torn.Space/node_modules/ws/lib/websocket.js:315:7
     44   30.8%      LazyCompile: *WebSocket.send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:89:37
     30   68.2%        LazyCompile: *Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
     30  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     14   31.8%        LazyCompile: ~onEnd /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:117:18
     14  100.0%          LazyCompile: ~afterWrite _stream_writable.js:481:20
     14  100.0%            LazyCompile: *processTicksAndRejections internal/process/task_queues.js:59:35
     38   26.6%      LazyCompile: ~onEnd /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:117:18
     38  100.0%        LazyCompile: ~afterWrite _stream_writable.js:481:20
     38  100.0%          LazyCompile: *processTicksAndRejections internal/process/task_queues.js:59:35
     26   18.2%      LazyCompile: ~Socket.send.Socket.write /home/john/Projects/Torn.Space/node_modules/engine.io/lib/socket.js:366:35
     26  100.0%        LazyCompile: ~writeToEngine /home/john/Projects/Torn.Space/node_modules/socket.io/lib/client.js:167:25
     26  100.0%          LazyCompile: ~Client.packet /home/john/Projects/Torn.Space/node_modules/socket.io/lib/client.js:162:35
     26  100.0%            LazyCompile: ~Socket.packet /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:220:35
     19   13.3%      LazyCompile: *Socket.sendPacket /home/john/Projects/Torn.Space/node_modules/engine.io/lib/socket.js:380:40
     19  100.0%        LazyCompile: ~Socket.send.Socket.write /home/john/Projects/Torn.Space/node_modules/engine.io/lib/socket.js:366:35
     19  100.0%          LazyCompile: ~writeToEngine /home/john/Projects/Torn.Space/node_modules/socket.io/lib/client.js:167:25
     19  100.0%            LazyCompile: ~Client.packet /home/john/Projects/Torn.Space/node_modules/socket.io/lib/client.js:162:35
     16   11.2%      LazyCompile: *Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
     16  100.0%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     66    4.5%    LazyCompile: *Transform._write _stream_transform.js:165:38
     26   39.4%      LazyCompile: *writeOrBuffer _stream_writable.js:365:23
     26  100.0%        LazyCompile: *_compress /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:402:12
     26  100.0%          LazyCompile: ~zlibLimiter.push /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:321:22
     26  100.0%            LazyCompile: *Queue._run /home/john/Projects/Torn.Space/node_modules/async-limiter/index.js:36:32
     23   34.8%      LazyCompile: *clearBuffer _stream_writable.js:500:21
     23  100.0%        LazyCompile: *onwrite _stream_writable.js:450:17
     23  100.0%          LazyCompile: *afterTransform _stream_transform.js:78:24
     23  100.0%            LazyCompile: *processCallback zlib.js:486:25
      9   13.6%      LazyCompile: ~doWrite _stream_writable.js:405:17
      5   55.6%        LazyCompile: ~writeOrBuffer _stream_writable.js:365:23
      5  100.0%          LazyCompile: *_compress /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:402:12
      5  100.0%            LazyCompile: ~zlibLimiter.push /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:321:22
      4   44.4%        LazyCompile: ~clearBuffer _stream_writable.js:500:21
      4  100.0%          LazyCompile: *onwrite _stream_writable.js:450:17
      4  100.0%            LazyCompile: ~afterTransform _stream_transform.js:78:24
      5    7.6%      LazyCompile: *Writable.write _stream_writable.js:273:36
      4   80.0%        LazyCompile: ~_compress /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:402:12
      4  100.0%          LazyCompile: ~zlibLimiter.push /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:321:22
      3   75.0%            LazyCompile: ~Queue._run /home/john/Projects/Torn.Space/node_modules/async-limiter/index.js:36:32
      1   25.0%            LazyCompile: *Queue._run /home/john/Projects/Torn.Space/node_modules/async-limiter/index.js:36:32
      1   20.0%        LazyCompile: ~_decompress /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:337:14
      1  100.0%          LazyCompile: ~zlibLimiter.push /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:304:22
      1  100.0%            LazyCompile: *Queue._run /home/john/Projects/Torn.Space/node_modules/async-limiter/index.js:36:32
      3    4.5%      LazyCompile: *doWrite _stream_writable.js:405:17
      3  100.0%        LazyCompile: ~writeOrBuffer _stream_writable.js:365:23
      3  100.0%          LazyCompile: *_compress /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:402:12
      3  100.0%            LazyCompile: ~zlibLimiter.push /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:321:22
     58    4.0%    v8::internal::Runtime_CompileOptimized_Concurrent(int, v8::internal::Object**, v8::internal::Isolate*)
     13   22.4%      LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      5   38.5%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      2   15.4%        LazyCompile: *listOnTimeout internal/timers.js:484:25
      2  100.0%          LazyCompile: *processTimers internal/timers.js:464:25
      1    7.7%        LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
      1  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      5    8.6%      LazyCompile: *WebSocket.send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:89:37
      3   60.0%        LazyCompile: *Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
      3  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1   33.3%            LazyCompile: *listOnTimeout internal/timers.js:484:25
      1   20.0%        LazyCompile: ~onEnd /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:117:18
      1  100.0%          LazyCompile: ~afterWrite _stream_writable.js:481:20
      1  100.0%            LazyCompile: *processTicksAndRejections internal/process/task_queues.js:59:35
      1   20.0%        LazyCompile: *Socket.flush /home/john/Projects/Torn.Space/node_modules/engine.io/lib/socket.js:416:35
      1  100.0%          LazyCompile: *emit events.js:143:44
      1  100.0%            LazyCompile: ~onEnd /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:117:18
      3    5.2%      LazyCompile: *listOnTimeout internal/timers.js:484:25
      3  100.0%        LazyCompile: *processTimers internal/timers.js:464:25
      3    5.2%      LazyCompile: *_deflate.flush /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:435:44
      3  100.0%        LazyCompile: *onwrite _stream_writable.js:450:17
      3    5.2%      LazyCompile: *Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
      3  100.0%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1   33.3%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      2    3.4%      LazyCompile: ~sendFrame /home/john/Projects/Torn.Space/node_modules/ws/lib/sender.js:399:12
      1   50.0%        LazyCompile: *send /home/john/Projects/Torn.Space/node_modules/ws/lib/websocket.js:315:7
      1  100.0%          LazyCompile: *Socket.packet /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:220:35
      1  100.0%            LazyCompile: ~Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
      2    3.4%      LazyCompile: ~finishMaybe _stream_writable.js:640:21
      2  100.0%        LazyCompile: ~afterWrite _stream_writable.js:481:20
      2  100.0%          LazyCompile: *processTicksAndRejections internal/process/task_queues.js:59:35
      2    3.4%      LazyCompile: ~Vortex.self.tick /home/john/Projects/Torn.Space/app.js:2211:22
      2  100.0%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      2  100.0%          LazyCompile: *listOnTimeout internal/timers.js:484:25
      2  100.0%            LazyCompile: *processTimers internal/timers.js:464:25
      2    3.4%      LazyCompile: ~Bullet.self.tick /home/john/Projects/Torn.Space/app.js:1676:22
      2  100.0%        LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
      2  100.0%          LazyCompile: ~listOnTimeout internal/timers.js:484:25
      2  100.0%            LazyCompile: *processTimers internal/timers.js:464:25
      2    3.4%      LazyCompile: *processTicksAndRejections internal/process/task_queues.js:59:35
      2    3.4%      LazyCompile: *onwrite _stream_writable.js:450:17
      1   50.0%        LazyCompile: *afterTransform _stream_transform.js:78:24
      1  100.0%          LazyCompile: *processCallback zlib.js:486:25
      2    3.4%      LazyCompile: *addChunk _stream_readable.js:292:18
      2    3.4%      LazyCompile: *Bullet.self.tick /home/john/Projects/Torn.Space/app.js:1676:22
      2  100.0%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1   50.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      2    3.4%      LazyCompile: *Base.self.tick /home/john/Projects/Torn.Space/app.js:2051:22
      2  100.0%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1   50.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1   50.0%          LazyCompile: *listOnTimeout internal/timers.js:484:25
      1  100.0%            LazyCompile: *processTimers internal/timers.js:464:25
      1    1.7%      LazyCompile: ~send /home/john/Projects/Torn.Space/app.js:2410:14
      1  100.0%        LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
      1  100.0%          LazyCompile: *listOnTimeout internal/timers.js:484:25
      1  100.0%            LazyCompile: *processTimers internal/timers.js:464:25
      1    1.7%      LazyCompile: ~listOnTimeout internal/timers.js:484:25
      1  100.0%        LazyCompile: *processTimers internal/timers.js:464:25
      1    1.7%      LazyCompile: ~encodeAsString /home/john/Projects/Torn.Space/node_modules/socket.io-parser/index.js:147:24
      1  100.0%        LazyCompile: ~Encoder.encode /home/john/Projects/Torn.Space/node_modules/socket.io-parser/index.js:128:36
      1  100.0%          LazyCompile: ~Client.packet /home/john/Projects/Torn.Space/node_modules/socket.io/lib/client.js:162:35
      1  100.0%            LazyCompile: ~Socket.packet /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:220:35
      1    1.7%      LazyCompile: ~done /home/john/Projects/Torn.Space/node_modules/async-limiter/index.js:62:14
      1  100.0%        LazyCompile: ~_compress /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:322:33
      1  100.0%          LazyCompile: *_deflate.flush /home/john/Projects/Torn.Space/node_modules/ws/lib/permessage-deflate.js:435:44
      1  100.0%            LazyCompile: *onwrite _stream_writable.js:450:17
      1    1.7%      LazyCompile: ~Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
      1  100.0%        LazyCompile: ~send /home/john/Projects/Torn.Space/app.js:2410:14
      1  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1  100.0%            LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1    1.7%      LazyCompile: ~Socket._writeGeneric net.js:698:42
      1  100.0%        LazyCompile: ~Socket._write net.js:735:35
      1  100.0%          LazyCompile: *Writable.write _stream_writable.js:273:36
      1  100.0%            LazyCompile: ~sendFrame /home/john/Projects/Torn.Space/node_modules/ws/lib/sender.js:399:12
      1    1.7%      LazyCompile: ~Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
      1  100.0%        LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
      1  100.0%          LazyCompile: *listOnTimeout internal/timers.js:484:25
      1  100.0%            LazyCompile: *processTimers internal/timers.js:464:25
      1    1.7%      LazyCompile: ~Client.packet /home/john/Projects/Torn.Space/node_modules/socket.io/lib/client.js:162:35
      1  100.0%        LazyCompile: ~Socket.packet /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:220:35
      1  100.0%          LazyCompile: ~Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
      1  100.0%            LazyCompile: ~send /home/john/Projects/Torn.Space/app.js:2410:14
      1    1.7%      LazyCompile: *sendFrame /home/john/Projects/Torn.Space/node_modules/ws/lib/sender.js:399:12
      1  100.0%        LazyCompile: *send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:97:17
      1  100.0%          LazyCompile: *WebSocket.send /home/john/Projects/Torn.Space/node_modules/engine.io/lib/transports/websocket.js:89:37
      1  100.0%            LazyCompile: *send /home/john/Projects/Torn.Space/app.js:2410:14
      1    1.7%      LazyCompile: *maybeReadMore_ _stream_readable.js:581:24
      1  100.0%        LazyCompile: *processTicksAndRejections internal/process/task_queues.js:59:35
      1    1.7%      LazyCompile: *afterWrite _stream_writable.js:481:20
      1  100.0%        LazyCompile: *processTicksAndRejections internal/process/task_queues.js:59:35
      1    1.7%      LazyCompile: *Vortex.self.tick /home/john/Projects/Torn.Space/app.js:2211:22
      1  100.0%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1    1.7%      LazyCompile: *Socket.emit /home/john/Projects/Torn.Space/node_modules/socket.io/lib/socket.js:140:33
      1  100.0%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1  100.0%          LazyCompile: *listOnTimeout internal/timers.js:484:25
      1  100.0%            LazyCompile: *processTimers internal/timers.js:464:25
     21    1.4%    LazyCompile: *Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
     20   95.2%      LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1    4.8%      LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
      1  100.0%        LazyCompile: ~listOnTimeout internal/timers.js:484:25
      1  100.0%          LazyCompile: *processTimers internal/timers.js:464:25

   1307    1.1%  Builtin: Call_ReceiverIsNotNullOrUndefined
   1094   83.7%    LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
    461   42.1%      LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     37    8.0%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     78    7.1%      LazyCompile: *listOnTimeout internal/timers.js:484:25
     77   98.7%        LazyCompile: *processTimers internal/timers.js:464:25
      1    1.3%        LazyCompile: ~processTimers internal/timers.js:464:25
     15    1.4%      LazyCompile: *Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
     15  100.0%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     15  100.0%          LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     13    1.2%      LazyCompile: ~listOnTimeout internal/timers.js:484:25
     13  100.0%        LazyCompile: *processTimers internal/timers.js:464:25
     94    7.2%    LazyCompile: *Asteroid.self.tick /home/john/Projects/Torn.Space/app.js:1912:22
     94  100.0%      LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     12   12.8%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      7    7.4%        LazyCompile: *listOnTimeout internal/timers.js:484:25
      7  100.0%          LazyCompile: *processTimers internal/timers.js:464:25
      3    3.2%        LazyCompile: ~listOnTimeout internal/timers.js:484:25
      3  100.0%          LazyCompile: *processTimers internal/timers.js:464:25
     55    4.2%    LazyCompile: *Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
     55  100.0%      LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      1    1.8%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     21    1.6%    LazyCompile: *Player.self.move /home/john/Projects/Torn.Space/app.js:525:22
     18   85.7%      LazyCompile: *Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
     15   83.3%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     15  100.0%          LazyCompile: *listOnTimeout internal/timers.js:484:25
     15  100.0%            LazyCompile: *processTimers internal/timers.js:464:25
      2   11.1%        LazyCompile: *Bullet.self.move /home/john/Projects/Torn.Space/app.js:1695:22
      2  100.0%          LazyCompile: *listOnTimeout internal/timers.js:484:25
      2  100.0%            LazyCompile: *processTimers internal/timers.js:464:25
      1    5.6%        LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
      1  100.0%          LazyCompile: *listOnTimeout internal/timers.js:484:25
      1  100.0%            LazyCompile: *processTimers internal/timers.js:464:25
      3   14.3%      LazyCompile: ~Player.self.tick /home/john/Projects/Torn.Space/app.js:308:22
      2   66.7%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
      2  100.0%          LazyCompile: ~listOnTimeout internal/timers.js:484:25
      2  100.0%            LazyCompile: *processTimers internal/timers.js:464:25
      1   33.3%        LazyCompile: *Player.self.move /home/john/Projects/Torn.Space/app.js:525:22
      1  100.0%          LazyCompile: *listOnTimeout internal/timers.js:484:25
      1  100.0%            LazyCompile: *processTimers internal/timers.js:464:25

   1260    1.1%  LazyCompile: *Bullet.self.move /home/john/Projects/Torn.Space/app.js:1695:22
   1018   80.8%    LazyCompile: *Bullet.self.tick /home/john/Projects/Torn.Space/app.js:1676:22
    905   88.9%      LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
    671   74.1%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
    234   25.9%        LazyCompile: *listOnTimeout internal/timers.js:484:25
    234  100.0%          LazyCompile: *processTimers internal/timers.js:464:25
     66    6.5%      LazyCompile: *Bullet.self.move /home/john/Projects/Torn.Space/app.js:1695:22
     66  100.0%        LazyCompile: *listOnTimeout internal/timers.js:484:25
     66  100.0%          LazyCompile: *processTimers internal/timers.js:464:25
     33    3.2%      LazyCompile: ~update /home/john/Projects/Torn.Space/app.js:3412:16
     23   69.7%        LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
     10   30.3%        LazyCompile: *listOnTimeout internal/timers.js:484:25
     10  100.0%          LazyCompile: *processTimers internal/timers.js:464:25
     14    1.4%      LazyCompile: *Player.self.move /home/john/Projects/Torn.Space/app.js:525:22
     14  100.0%        LazyCompile: *listOnTimeout internal/timers.js:484:25
     14  100.0%          LazyCompile: *processTimers internal/timers.js:464:25
    162   12.9%    LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
    162  100.0%      LazyCompile: *update /home/john/Projects/Torn.Space/app.js:3412:16
